Category,City,Country.Region,Customer.Name,Discount..bin.,Manufacturer,Order.Date,Order.ID,Postal.Code,Product.Name,Promo,Region,Segment,Ship.Date,Ship.Mode,State,Discount,Profit,Quantity,Sales
Furniture,Chicago,United States,Brosina Hoffman,1.1,DAX,11/11/2017,US-2017-140914,60653,DAX Wood Document Frame,Furnishings,Central,Consumer,15/11/2017,Standard Class,Illinois,0.622118725548449,-7.9634,2,10.984
Furniture,Wheeling,United States,Sanjit Engle,1.1,Executive Impressions,08/09/2019,US-2019-115455,60090,"Executive Impressions 12"" Wall Clock",Furnishings,Central,Consumer,14/09/2019,Standard Class,Illinois,0.6582917370532386,-7.7748,2,14.136
Furniture,Houston,United States,Eric Hoffmann,1.1,GE,19/11/2019,US-2019-110156,77041,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",Furnishings,Central,Consumer,24/11/2019,Standard Class,Texas,0.683683971784022,-0.7566,2,2.328
Furniture,Houston,United States,Mark Van Huff,1.1,Tensor,03/12/2020,CA-2020-103415,77041,Tensor Brushed Steel Torchiere Floor Lamp,Furnishings,Central,Consumer,08/12/2020,Standard Class,Texas,0.6161523569877144,-14.2716,2,13.592
Furniture,Houston,United States,Don Weiss,1.1,DAX,27/02/2019,CA-2019-128706,77070,DAX Two-Tone Silver Metal Document Frame,Furnishings,Central,Consumer,02/03/2019,Standard Class,Texas,0.605617081195097,-6.8816,2,16.192
Furniture,Houston,United States,Tom Prescott,1.1,Other,09/02/2020,CA-2020-118773,77070,Stacking Trays by OIC,Furnishings,Central,Consumer,14/02/2020,Standard Class,Texas,0.5152190855604415,-2.6892,2,3.984
Furniture,Huntsville,United States,Ed Jacobs,1.1,Tenex,16/12/2017,CA-2017-108273,77340,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",Furnishings,Central,Consumer,21/12/2017,Standard Class,Texas,0.635472598616039,-74.9526,2,56.568
Furniture,Chicago,United States,Berenike Kampe,1.1,Nu-Dell,06/12/2017,US-2017-140452,60610,Nu-Dell Float Frame 11 x 14 1/2,Furnishings,Central,Consumer,10/12/2017,Standard Class,Illinois,0.6540598707107392,-4.8492,3,10.776
Furniture,Chicago,United States,Zuschuss Carroll,1.1,Tenex,29/12/2017,CA-2017-126802,60610,Tenex Chairmats For Use with Hard Floors,Furnishings,Central,Consumer,05/01/2018,Standard Class,Illinois,0.5525280959458517,-50.6688,3,38.976
Furniture,Chicago,United States,Brian Stugart,1.1,Other,27/05/2019,CA-2019-101791,60623,36X48 HARDFLOOR CHAIRMAT,Furnishings,Central,Consumer,31/05/2019,Standard Class,Illinois,0.6230525830689795,-33.3582,3,25.176
Furniture,Decatur,United States,Beth Paige,1.1,Executive Impressions,31/05/2019,CA-2019-150483,62521,"Executive Impressions 16-1/2"" Circular Wall Clock",Furnishings,Central,Consumer,04/06/2019,Standard Class,Illinois,0.653354164929449,-12.8256,3,32.064
Furniture,Amarillo,United States,Neoma Murray,1.1,Executive Impressions,07/01/2019,CA-2019-158806,79109,"Executive Impressions 13"" Clairmont Wall Clock",Furnishings,Central,Consumer,11/01/2019,Standard Class,Texas,0.5384735284872236,-10.9611,3,23.076
Furniture,Carrollton,United States,Darren Powers,1.1,GE,12/11/2017,CA-2017-122609,75007,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",Furnishings,Central,Consumer,18/11/2017,Standard Class,Texas,0.5251790673688319,-6.9102,3,25.128
Furniture,Dallas,United States,Russell D'Ascenzo,1.1,DAX,03/10/2017,CA-2017-120775,75217,DAX Natural Wood-Tone Poster Frame,Furnishings,Central,Consumer,07/10/2017,Standard Class,Texas,0.5898887789661632,-19.0656,3,31.776
Furniture,Houston,United States,Sally Matthias,1.1,DAX,04/11/2019,US-2019-111563,77041,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Furnishings,Central,Consumer,08/11/2019,Standard Class,Texas,0.6286466988507626,-5.688,3,11.376
Furniture,Huntsville,United States,Vivek Sundaresam,1.1,Howard Miller,07/01/2017,CA-2017-105417,77340,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",Furnishings,Central,Consumer,12/01/2017,Standard Class,Texas,0.646648628937243,-53.7096,3,76.728
Furniture,San Antonio,United States,Luke Foster,1.1,DAX,26/07/2017,CA-2017-169019,78207,DAX Clear Channel Poster Frame,Furnishings,Central,Consumer,30/07/2017,Standard Class,Texas,0.6887549052844748,-10.0602,3,17.496
Furniture,Houston,United States,James Galang,1.1,DAX,12/05/2018,CA-2018-131856,77041,DAX Wood Document Frame,Furnishings,Central,Consumer,17/05/2018,Standard Class,Texas,0.5367014076925702,-15.9268,4,21.968
Furniture,Houston,United States,Sally Matthias,1.1,Deflect-o,04/11/2019,US-2019-111563,77041,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Furnishings,Central,Consumer,08/11/2019,Standard Class,Texas,0.5950803725927138,-84.2928,4,66.112
Furniture,Houston,United States,Henia Zydlo,1.1,Eldon,29/05/2020,CA-2020-168739,77095,Eldon Executive Woodline II Cherry Finish Desk Accessories,Furnishings,Central,Consumer,05/06/2020,Standard Class,Texas,0.6789757218143999,-52.3392,4,65.424
Furniture,Champaign,United States,Lena Creighton,1.1,Eldon,28/11/2018,CA-2018-157133,61821,"Eldon ""L"" Workstation Diamond Chairmat",Furnishings,Central,Consumer,03/12/2018,Standard Class,Illinois,0.6067015781810036,-182.352,5,151.96
Furniture,Chicago,United States,Darren Powers,1.1,Seth Thomas,26/08/2020,CA-2020-157350,60610,"Seth Thomas 16"" Steel Case Clock",Furnishings,Central,Consumer,01/09/2020,Standard Class,Illinois,0.6751225956403197,-43.848,5,64.96
Furniture,Chicago,United States,Lena Cacioppo,1.1,Eldon,06/03/2019,CA-2019-110898,60623,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,Furnishings,Central,Consumer,12/03/2019,Standard Class,Illinois,0.5013642731071094,-194.824,5,159.04
Furniture,Chicago,United States,Sarah Jordon,1.1,Master Caster,20/04/2020,CA-2020-100615,60653,"Master Caster Door Stop, Large Neon Orange",Furnishings,Central,Consumer,24/04/2020,Standard Class,Illinois,0.6595414203656308,-6.188,5,14.56
Furniture,Dallas,United States,Arthur Gainer,1.1,Eldon,03/09/2020,CA-2020-161557,75217,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,Furnishings,Central,Consumer,08/09/2020,Standard Class,Texas,0.6252950967747969,-105.69,5,108.4
Furniture,Dallas,United States,Michael Chen,1.1,Executive Impressions,07/11/2019,CA-2019-116337,75220,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",Furnishings,Central,Consumer,12/11/2019,Standard Class,Texas,0.5127428060176132,-17.784,5,44.46
Furniture,Grand Prairie,United States,Trudy Brown,1.1,Eldon,31/12/2018,CA-2018-156377,75051,"Eldon Expressions Wood Desk Accessories, Oak",Furnishings,Central,Consumer,05/01/2019,Standard Class,Texas,0.6965291879716313,-11.439,5,14.76
Furniture,Houston,United States,Adrian Barton,1.1,Tenex,07/11/2018,CA-2018-163181,77041,Tenex Chairmats For Use with Hard Floors,Furnishings,Central,Consumer,12/11/2018,Standard Class,Texas,0.5862066632438749,-84.448,5,64.96
Furniture,Huntsville,United States,Janet Martin,1.1,Tenex,01/01/2020,CA-2020-151750,77340,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",Furnishings,Central,Consumer,05/01/2020,Standard Class,Texas,0.6702918022632801,-187.3815,5,141.42
Furniture,Laredo,United States,Helen Andreada,1.1,Tenex,13/10/2019,CA-2019-154018,78041,"Tenex ""The Solids"" Textured Chair Mats",Furnishings,Central,Consumer,19/10/2019,Standard Class,Texas,0.6287673145062722,-150.414,5,139.92
Furniture,Skokie,United States,Corey-Lock,1.1,DAX,27/12/2017,CA-2017-162866,60076,DAX Wood Document Frame,Furnishings,Central,Consumer,31/12/2017,Standard Class,Illinois,0.5031807154552368,-19.7712,6,32.952
Furniture,El Paso,United States,Shahid Collister,1.1,DAX,01/03/2017,CA-2017-131009,79907,DAX Black Cherry Wood-Tone Poster Frame,Furnishings,Central,Consumer,05/03/2017,Standard Class,Texas,0.5460567245289373,-34.9536,6,63.552
Furniture,Paterson,United States,Doug O'Connell,0.0,Tensor,04/12/2020,CA-2020-118003,7501,"Tensor ""Hersey Kiss"" Styled Floor Lamp",Furnishings,East,Consumer,10/12/2020,Standard Class,New Jersey,0,1.5588,1,12.99
Furniture,New York City,United States,Christina VanderZanden,0.0,Howard Miller,04/09/2019,CA-2019-123120,10011,"Howard Miller 16"" Diameter Gallery Wall Clock",Furnishings,East,Consumer,08/09/2019,Standard Class,New York,0.05550500515685756,24.9366,1,63.94
Furniture,New York City,United States,Ralph Arnett,0.0,Executive Impressions,30/06/2020,CA-2020-131695,10024,"Executive Impressions 14""",Furnishings,East,Consumer,06/07/2020,Standard Class,New York,0,9.7812,1,22.23
Furniture,New York City,United States,Scott Williamson,0.0,Howard Miller,21/11/2020,CA-2020-107874,10035,Howard Miller Distant Time Traveler Alarm Clock,Furnishings,East,Consumer,25/11/2020,Standard Class,New York,0,11.2422,1,27.42
Furniture,Yonkers,United States,Tony Molinari,0.0,Tensor,27/07/2020,CA-2020-108791,10701,Tensor Computer Mounted Lamp,Furnishings,East,Consumer,31/07/2020,Standard Class,New York,0.07298276685177477,4.0203,1,14.89
Furniture,Rockville,United States,Joel Eaton,0.0,Other,01/12/2019,CA-2019-113621,20852,Harbour Creations Steel Folding Chair,Chairs,East,Consumer,05/12/2019,Standard Class,Maryland,0.0692541204342174,51.75,2,172.5
Furniture,Belleville,United States,John Dryer,0.0,Hon,16/02/2019,CA-2019-134138,7109,Hon Comfortask Task/Swivel Chairs,Chairs,East,Consumer,20/02/2019,Standard Class,New Jersey,0,36.4736,2,227.96
Furniture,Clinton,United States,Brian Thompson,0.0,Eldon,09/07/2018,CA-2018-132626,20735,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Furnishings,East,Consumer,14/07/2018,Standard Class,Maryland,0,20.0156,2,181.96
Furniture,Lakewood,United States,Nora Paige,0.0,DAX,12/10/2020,CA-2020-150091,8701,DAX Two-Tone Silver Metal Document Frame,Furnishings,East,Consumer,16/10/2020,Standard Class,New Jersey,0.0584954661222575,17.4064,2,40.48
Furniture,New York City,United States,Annie Thurman,0.0,Deflect-o,17/12/2020,CA-2020-103443,10009,Deflect-o Glass Clear Studded Chair Mats,Furnishings,East,Consumer,23/12/2020,Standard Class,New York,0,27.3592,2,124.36
Furniture,New York City,United States,Alex Avila,0.0,Master Caster,15/09/2017,CA-2017-138100,10011,"Master Caster Door Stop, Large Neon Orange",Furnishings,East,Consumer,20/09/2017,Standard Class,New York,0.06562889246124036,6.2608,2,14.56
Furniture,New York City,United States,Karen Daniels,0.0,Other,02/09/2019,CA-2019-130407,10024,Telescoping Adjustable Floor Lamp,Furnishings,East,Consumer,06/09/2019,Standard Class,New York,0.05775611014104742,9.995,2,39.98
Furniture,New York City,United States,Toby Swindell,0.0,Master Caster,18/05/2020,CA-2020-117863,10024,"Master Caster Door Stop, Large Neon Orange",Furnishings,East,Consumer,23/05/2020,Standard Class,New York,0,6.2608,2,14.56
Furniture,New York City,United States,Bobby Trafton,0.0,G. E.,04/06/2017,CA-2017-151946,10035,G.E. Halogen Desk Lamp Bulbs,Furnishings,East,Consumer,09/06/2017,Standard Class,New York,0,6.7008,2,13.96
Furniture,New York City,United States,Bobby Trafton,0.0,Seth Thomas,04/06/2017,CA-2017-151946,10035,"Seth Thomas 14"" Day/Date Wall Clock",Furnishings,East,Consumer,09/06/2017,Standard Class,New York,0,21.0752,2,56.96
Furniture,Oceanside,United States,Duane Benoit,0.0,DAX,18/12/2020,CA-2020-105886,11572,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",Furnishings,East,Consumer,23/12/2020,Standard Class,New York,0,8.532,2,18.96
Furniture,Newark,United States,Ken Lonsdale,0.0,Bestar,13/11/2018,CA-2018-115798,19711,Bestar Classic Bookcase,Bookcases,East,Consumer,19/11/2018,Standard Class,Delaware,0,56.9943,3,299.97
Furniture,Columbia,United States,Duane Noonan,0.0,O'Sullivan,20/09/2017,CA-2017-166744,21044,O'Sullivan Living Dimensions 2-Shelf Bookcases,Bookcases,East,Consumer,24/09/2017,Standard Class,Maryland,0.09735176591201544,36.294,3,362.94
Furniture,Washington,United States,Greg Tran,0.0,Global,27/04/2018,CA-2018-124450,20016,Global Comet Stacking Arm Chair,Chairs,East,Consumer,03/05/2018,Standard Class,District of Columbia,0.07000410026860585,316.8825,3,1267.53
Furniture,Paterson,United States,Doug O'Connell,0.0,Global,04/12/2020,CA-2020-118003,7501,Global Low Back Tilter Chair,Chairs,East,Consumer,10/12/2020,Standard Class,New Jersey,0,18.1764,3,302.94
Furniture,Paterson,United States,Doug O'Connell,0.0,Global,04/12/2020,CA-2020-118003,7501,"Global Value Steno Chair, Gray",Chairs,East,Consumer,10/12/2020,Standard Class,New Jersey,0,45.555,3,182.22
Furniture,Dover,United States,Lycoris Saunders,0.0,Executive Impressions,14/11/2018,US-2018-111927,19901,"Executive Impressions 13"" Chairman Wall Clock",Furnishings,East,Consumer,19/11/2018,Standard Class,Delaware,0.09783788891508097,26.649,3,76.14
Furniture,Washington,United States,Toby Braunhardt,0.0,Other,26/05/2019,CA-2019-157266,20016,9-3/4 Diameter Round Wall Clock,Furnishings,East,Consumer,01/06/2019,Standard Class,District of Columbia,0,17.3754,3,41.37
Furniture,Columbia,United States,Duane Noonan,0.0,C-Line,20/09/2017,CA-2017-166744,21044,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",Furnishings,East,Consumer,24/09/2017,Standard Class,Maryland,0,50.9082,3,164.22
Furniture,Marlborough,United States,Patrick O'Donnell,0.0,C-Line,17/09/2019,US-2019-152415,1752,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",Furnishings,East,Consumer,22/09/2019,Standard Class,Massachusetts,0.07208427575404856,6.2244,3,14.82
Furniture,Marlborough,United States,Patrick O'Donnell,0.0,Howard Miller,17/09/2019,US-2019-152415,1752,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",Furnishings,East,Consumer,22/09/2019,Standard Class,Massachusetts,0,61.3824,3,191.82
Furniture,Freeport,United States,Tom Prescott,0.0,Tenex,28/11/2018,CA-2018-136196,11520,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Furnishings,East,Consumer,04/12/2018,Standard Class,New York,0.0323252546600962,64.518,3,322.59
Furniture,Hempstead,United States,Sean O'Donnell,0.0,DAX,04/12/2018,CA-2018-161718,11550,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Furnishings,East,Consumer,10/12/2018,Standard Class,New York,0.07233534863894009,11.376,3,28.44
Furniture,New Rochelle,United States,Magdelene Morse,0.0,DAX,18/09/2019,CA-2019-120355,10801,DAX Two-Tone Silver Metal Document Frame,Furnishings,East,Consumer,25/09/2019,Standard Class,New York,0,26.1096,3,60.72
Furniture,New York City,United States,Patrick Gardner,0.0,Howard Miller,01/09/2019,CA-2019-151561,10011,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",Furnishings,East,Consumer,07/09/2019,Standard Class,New York,0,61.3824,3,191.82
Furniture,New York City,United States,Natalie Webber,0.0,DAX,08/05/2018,US-2018-160857,10024,DAX Black Cherry Wood-Tone Poster Frame,Furnishings,East,Consumer,15/05/2018,Standard Class,New York,0,30.1872,3,79.44
Furniture,New York City,United States,Adam Shillingsburg,0.0,Other,22/09/2017,CA-2017-156160,10035,"Computer Room Manger, 14""",Furnishings,East,Consumer,29/09/2017,Standard Class,New York,0,35.0784,3,97.44
Furniture,Wilmington,United States,Ivan Liston,0.0,Hon,06/02/2018,CA-2018-156482,19805,"Hon Metal Bookcases, Putty",Bookcases,East,Consumer,13/02/2018,Standard Class,Delaware,0,82.3368,4,283.92
Furniture,Lawrence,United States,Carol Triggs,0.0,Other,07/05/2017,CA-2017-166086,1841,"Lifetime Advantage Folding Chairs, 4/Carton",Chairs,East,Consumer,12/05/2017,Standard Class,Massachusetts,0,244.2496,4,872.32
Furniture,Newark,United States,Justin MacKendrick,0.0,Other,14/11/2019,US-2019-117541,19711,Stacking Trays by OIC,Furnishings,East,Consumer,20/11/2019,Standard Class,Delaware,0,6.5736,4,19.92
Furniture,Newark,United States,Karl Braun,0.0,Other,26/08/2017,CA-2017-103331,19711,Acrylic Self-Standing Desk Frames,Furnishings,East,Consumer,01/09/2017,Standard Class,Delaware,0,4.0584,4,10.68
Furniture,New York City,United States,Speros Goranitis,0.0,Seth Thomas,06/12/2018,US-2018-127040,10009,"Seth Thomas 14"" Day/Date Wall Clock",Furnishings,East,Consumer,10/12/2018,Standard Class,New York,0.027805734336847767,42.1504,4,113.92
Furniture,New York City,United States,Bradley Nguyen,0.0,Nu-Dell,19/05/2019,CA-2019-169943,10011,Nu-Dell Float Frame 11 x 14 1/2,Furnishings,East,Consumer,24/05/2019,Standard Class,New York,0,15.0864,4,35.92
Furniture,New York City,United States,Christopher Conant,0.0,Howard Miller,17/11/2020,US-2020-155866,10011,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",Furnishings,East,Consumer,21/11/2020,Standard Class,New York,0,76.9816,4,187.76
Furniture,New York City,United States,Pete Kriz,0.0,GE,14/12/2019,CA-2019-129126,10011,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Furnishings,East,Consumer,19/12/2019,Standard Class,New York,0,198.46,4,396.92
Furniture,Lakewood,United States,Nora Paige,0.0,Global,12/10/2020,CA-2020-150091,8701,"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",Bookcases,East,Consumer,16/10/2020,Standard Class,New Jersey,0.09699768847784822,129.294,5,2154.9
Furniture,New York City,United States,Valerie Dominguez,0.0,Howard Miller,01/11/2018,CA-2018-113145,10011,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",Furnishings,East,Consumer,05/11/2018,Standard Class,New York,0,106.477,5,259.7
Furniture,Long Beach,United States,Daniel Lacy,0.0,Other,01/11/2017,US-2017-137155,11561,"Master Big Foot Doorstop, Beige",Furnishings,East,Consumer,05/11/2017,Standard Class,New York,0.005478788027539247,9.8208,6,31.68
Furniture,New York City,United States,Roger Demir,0.0,Tensor,02/11/2017,CA-2017-107454,10024,Tensor Computer Mounted Lamp,Furnishings,East,Consumer,06/11/2017,Standard Class,New York,0.05204420723020456,24.1218,6,89.34
Furniture,New York City,United States,Caroline Jumper,0.0,Staple-based wall hangings,07/05/2019,CA-2019-128818,10009,Staple-based wall hangings,Furnishings,East,Consumer,11/05/2019,Standard Class,New York,0.033865332929413766,28.0192,8,63.68
Furniture,New York City,United States,Janet Martin,0.0,Howard Miller,29/03/2019,CA-2019-167556,10009,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Furnishings,East,Consumer,02/04/2019,Standard Class,New York,0.0023769121751554805,124.2,8,414
Furniture,New York City,United States,Bradley Nguyen,0.0,DAX,19/05/2019,CA-2019-169943,10011,"DAX Value U-Channel Document Frames, Easel Back",Furnishings,East,Consumer,24/05/2019,Standard Class,New York,0.011324244986864428,12.3256,8,39.76
Furniture,New York City,United States,Giulietta Baptist,0.0,Other,08/03/2019,CA-2019-137337,10011,Coloredge Poster Frame,Furnishings,East,Consumer,12/03/2019,Standard Class,New York,0,44.304,8,113.6
Furniture,Wilmington,United States,Ivan Liston,0.0,Office Star,06/02/2018,CA-2018-156482,19805,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,Chairs,East,Consumer,13/02/2018,Standard Class,Delaware,0,266.4522,9,1268.82
Furniture,New York City,United States,Jessica Myrick,0.0,Luxo,24/12/2019,CA-2019-157259,10035,Luxo Adjustable Task Clamp Lamp,Furnishings,East,Consumer,28/12/2019,Standard Class,New York,0.010483238240702783,207.8856,9,799.56
