CID,BDATE,GEN
NASAW00016221,1964-05-10,Male
NASAW00016222,1959-06-17,Male
NASAW00016223,1958-11-15,Male
NASAW00016224,1959-01-17,Male
NASAW00016225,1970-04-07,Male
NASAW00016226,1958-11-20,Female
NASAW00016227,1959-12-16,Male
NASAW00016228,1966-12-23,Male
NASAW00016229,1971-11-13,Male
NASAW00016230,1960-10-31,Male
NASAW00016231,1961-05-08,Female
NASAW00016232,1961-04-04,Male
NASAW00016233,1971-09-18,Female
NASAW00016234,1961-11-04,Male
NASAW00016235,1967-02-13,Male
NASAW00016236,1967-12-13,Male
NASAW00016237,1962-07-12,Female
NASAW00016238,1963-06-01,Female
NASAW00016239,1963-05-31,Male
NASAW00016240,1974-08-11,Female
NASAW00016241,1975-04-03,Female
NASAW00016242,1963-08-24,Female
NASAW00016243,1963-12-23,Female
NASAW00016244,1969-12-15,Male
NASAW00016245,1969-09-21,Female
NASAW00016246,1964-05-25,Male
NASAW00016247,1964-10-30,Female
NASAW00016248,1964-08-27,Female
NASAW00016249,1970-12-01,Male
NASAW00016250,1979-05-18,Male
NASAW00016251,1978-03-08,Female
NASAW00016252,1973-03-21,Male
NASAW00016253,1973-03-02,Female
NASAW00016254,1973-02-17,Female
NASAW00016255,1973-02-18,Female
NASAW00016256,1973-01-13,Male
NASAW00016257,1978-10-14,Female
NASAW00016258,1973-05-02,Female
NASAW00016259,1971-10-19,Female
NASAW00016260,1977-02-16,Female
NASAW00016261,1984-02-03,Female
NASAW00016262,1984-05-14,Female
NASAW00016263,1972-12-08,Male
NASAW00016264,1933-10-20,Female
NASAW00016265,1982-12-13,Female
NASAW00016266,1971-10-16,Female
NASAW00016267,1972-04-21,Male
NASAW00016268,1972-05-19,Female
NASAW00016269,1971-08-25,Female
NASAW00016270,1971-12-08,Male
NASAW00016271,1970-12-11,Female
NASAW00016272,1971-02-04,Male
NASAW00016273,1976-05-10,Female
NASAW00016274,1969-09-13,Male
NASAW00016275,1969-06-30,Female
NASAW00016276,1980-08-29,Female
NASAW00016277,1970-03-28,Female
NASAW00016278,1969-12-21,Male
NASAW00016279,1968-12-22,Female
NASAW00016280,1969-02-15,Male
NASAW00016281,1968-07-05,Male
NASAW00016282,1969-02-28,Female
NASAW00016283,1974-09-09,Male
NASAW00016284,1968-12-08,Male
NASAW00016285,1972-05-01,Female
NASAW00016286,1977-11-20,Male
NASAW00016287,1972-05-02,Female
NASAW00016288,1985-08-16,Male
NASAW00016289,1971-03-24,Female
NASAW00016290,1971-04-22,Male
NASAW00016291,1969-07-05,Female
NASAW00016292,1975-05-01,Female
NASAW00016293,1970-05-12,Male
NASAW00016294,1975-06-21,Male
NASAW00016295,1974-11-10,Male
NASAW00016296,1969-06-19,Female
NASAW00016297,1974-09-08,Female
NASAW00016298,1968-11-12,Female
NASAW00016299,1983-05-24,Female
NASAW00016300,1983-05-10,Male
NASAW00016301,1982-08-06,Male
NASAW00016302,1985-05-11,Female
NASAW00016303,1985-03-06,Female
NASAW00016304,1985-04-14,Male
NASAW00016305,1985-03-22,Male
NASAW00016306,1984-08-17,Female
NASAW00016307,1974-06-03,Female
NASAW00016308,1974-04-23,Female
NASAW00016309,1968-03-20,Female
NASAW00016310,1973-02-28,Female
NASAW00016311,1973-10-06,Male
NASAW00016312,1983-07-20,Female
NASAW00016313,1983-09-23,Female
NASAW00016314,1983-10-22,Male
NASAW00016315,1983-01-19,Male
NASAW00016316,1983-04-23,Female
NASAW00016317,1983-03-23,Male
NASAW00016318,1982-12-06,Female
NASAW00016319,1982-05-21,Female
NASAW00016320,1981-09-01,Female
NASAW00016321,1985-10-21,Female
NASAW00016322,1980-03-16,Female
NASAW00016323,1980-10-02,Male
NASAW00016324,1986-03-15,Male
NASAW00016325,1919-03-10,Female
NASAW00016326,1978-07-17,Male
NASAW00016327,1984-03-02,Male
NASAW00016328,1978-08-15,Male
NASAW00016329,1984-12-09,Female
NASAW00016330,1979-01-03,Male
NASAW00016331,1982-09-09,Female
NASAW00016332,1954-04-03,Female
NASAW00016333,1982-08-21,Male
NASAW00016334,1983-06-11,Female
NASAW00016335,1983-02-22,Female
NASAW00016336,1982-12-06,Male
NASAW00016337,1983-01-03,Male
NASAW00016338,1954-09-15,Female
NASAW00016339,1955-10-30,Male
NASAW00016340,1986-06-23,Male
NASAW00016341,1957-05-25,Female
NASAW00016342,1962-04-05,Male
NASAW00016343,1968-02-17,Male
NASAW00016344,1985-11-15,Male
NASAW00016345,1959-04-23,Male
NASAW00016346,1964-06-10,Male
NASAW00016347,1958-12-01,Male
NASAW00016348,1960-01-01,Male
NASAW00016349,1959-10-13,Male
NASAW00016350,1965-02-10,Male
NASAW00016351,1960-01-04,Female
NASAW00016352,1965-08-02,Female
NASAW00016353,1981-05-06,Male
NASAW00016354,1980-08-06,Female
NASAW00016355,1980-12-24,Female
NASAW00016356,1981-06-16,Female
NASAW00016357,1980-03-15,Female
NASAW00016358,1979-07-08,Male
NASAW00016359,1959-09-08,Female
NASAW00016360,1960-01-30,Male
NASAW00016361,1960-11-06,Male
NASAW00016362,1960-10-29,Male
NASAW00016363,1960-08-30,Female
NASAW00016364,1960-11-07,Female
NASAW00016365,1961-01-15,Female
NASAW00016366,1972-01-02,Female
NASAW00016367,1977-05-24,Female
NASAW00016368,1966-11-04,Female
NASAW00016369,1967-08-23,Female
NASAW00016370,1967-01-22,Female
NASAW00016371,1961-09-11,Male
NASAW00016372,1974-01-29,Female
NASAW00016373,1962-10-20,Female
NASAW00016374,1963-06-14,Male
NASAW00016375,1968-08-19,Female
NASAW00016376,1963-06-06,Female
NASAW00016377,1969-09-21,Female
NASAW00016378,1963-09-15,Female
NASAW00016379,1969-09-21,Male
NASAW00016380,1975-04-19,Female
NASAW00016381,1963-12-01,Female
NASAW00016382,1963-12-01,Female
NASAW00016383,1963-10-25,Male
NASAW00016384,1964-11-19,Female
NASAW00016385,1965-06-15,Male
NASAW00016386,1974-03-15,Male
NASAW00016387,1974-04-24,Male
NASAW00016388,1979-11-23,Male
NASAW00016389,1979-10-01,Male
NASAW00016390,1973-08-25,Male
NASAW00016391,1979-11-01,Male
NASAW00016392,1974-04-08,Female
NASAW00016393,1985-01-06,Male
NASAW00016394,1978-06-03,Male
NASAW00016395,1973-06-06,Female
NASAW00016396,1972-10-14,Male
NASAW00016397,1978-04-10,Male
NASAW00016398,1973-06-12,Male
NASAW00016399,1973-04-15,Male
NASAW00016400,1978-03-06,Male
NASAW00016401,1973-03-08,Female
NASAW00016402,1973-04-01,Male
NASAW00016403,1972-04-17,Male
NASAW00016404,1973-01-02,Male
NASAW00016405,1972-10-05,Female
NASAW00016406,1978-11-10,Male
NASAW00016407,1971-09-01,Female
NASAW00016408,1970-08-08,Male
NASAW00016409,1976-10-13,Female
NASAW00016410,1970-04-18,Female
NASAW00016411,1970-02-18,Male
NASAW00016412,1980-12-05,Female
NASAW00016413,1936-11-03,Female
NASAW00016414,1969-12-15,Female
NASAW00016415,1969-12-15,Male
NASAW00016416,1975-05-14,Male
NASAW00016417,1975-08-29,Male
NASAW00016418,1974-08-22,Female
NASAW00016419,1968-12-20,Female
NASAW00016420,1974-11-15,Male
NASAW00016421,1974-10-06,Female
NASAW00016422,1979-09-20,Male
NASAW00016423,1938-11-20,Male
NASAW00016424,1972-01-15,Female
NASAW00016425,1971-08-15,Female
NASAW00016426,1972-01-08,Male
NASAW00016427,1977-03-11,Female
NASAW00016428,1968-09-24,Male
NASAW00016429,1973-10-12,Female
NASAW00016430,1971-02-04,Male
NASAW00016431,1976-08-30,Male
NASAW00016432,1975-08-05,Male
NASAW00016433,1975-05-24,Male
NASAW00016434,1970-04-03,Female
NASAW00016435,1975-07-06,Male
NASAW00016436,1974-08-11,Male
NASAW00016437,1983-04-23,Male
NASAW00016438,1982-01-14,Female
NASAW00016439,1985-04-24,Female
NASAW00016440,1985-06-02,Male
NASAW00016441,1984-09-08,Male
NASAW00016442,1985-02-23,Male
NASAW00016443,1984-09-04,Female
NASAW00016444,1969-04-21,Female
NASAW00016445,1967-12-11,Female
NASAW00016446,1967-11-09,Female
NASAW00016447,1973-12-05,Female
NASAW00016448,1967-08-02,Female
NASAW00016449,1983-08-14,Male
NASAW00016450,1983-02-12,Female
NASAW00016451,1983-03-05,Male
NASAW00016452,1983-05-21,Female
NASAW00016453,1982-10-07,Female
NASAW00016454,1982-12-03,Male
NASAW00016455,1917-02-09,Female
NASAW00016456,1981-01-09,Male
NASAW00016457,1981-08-18,Female
NASAW00016458,1982-06-18,Female
NASAW00016459,1981-10-15,Female
NASAW00016460,1982-05-17,Female
NASAW00016461,1981-08-05,Female
NASAW00016462,1980-10-14,Female
NASAW00016463,1981-04-20,Female
NASAW00016464,1979-11-15,Male
NASAW00016465,1980-04-30,Female
NASAW00016466,1979-12-13,Female
NASAW00016467,1980-03-07,Male
NASAW00016468,1981-05-17,Male
NASAW00016469,1981-05-18,Female
NASAW00016470,1981-05-08,Male
NASAW00016471,1919-02-14,Female
NASAW00016472,1985-03-10,Female
NASAW00016473,1978-08-31,Female
NASAW00016474,1978-10-19,Male
NASAW00016475,1984-12-09,Male
NASAW00016476,1979-06-10,Male
NASAW00016477,1982-11-01,Female
NASAW00016478,1982-07-21,Male
NASAW00016479,1981-11-06,Female
NASAW00016480,1960-02-05,Male
NASAW00016481,1954-12-15,Female
NASAW00016482,1955-11-12,Female
NASAW00016483,1961-10-13,Male
NASAW00016484,1955-08-07,Male
NASAW00016485,1985-10-21,Male
NASAW00016486,1956-11-12,Female
NASAW00016487,1956-11-13,Female
NASAW00016488,1956-10-25,Male
NASAW00016489,1957-01-02,Male
NASAW00016490,1985-11-14,Female
NASAW00016491,1984-10-16,Male
NASAW00016492,1957-09-21,Male
NASAW00016493,1959-05-05,Female
NASAW00016494,1965-11-21,Female
NASAW00016495,1960-02-05,Female
NASAW00016496,1965-05-14,Female
NASAW00016497,1981-01-03,Female
NASAW00016498,1981-05-08,Male
NASAW00016499,1981-04-15,Female
NASAW00016500,1980-08-19,Female
NASAW00016501,1981-01-23,Female
NASAW00016502,1980-08-12,Male
NASAW00016503,1980-08-29,Male
NASAW00016504,1980-02-02,Male
NASAW00016505,1985-08-03,Female
NASAW00016506,1984-12-09,Female
NASAW00016507,1945-05-18,Female
NASAW00016508,1945-02-10,Male
NASAW00016509,1946-10-30,Female
NASAW00016510,1948-06-03,Male
NASAW00016511,1947-12-18,Male
NASAW00016512,1947-10-05,Male
NASAW00016513,1948-11-10,Male
NASAW00016514,1985-07-10,Male
NASAW00016515,1985-08-03,Male
NASAW00016516,1986-01-24,Male
NASAW00016517,1981-09-16,Female
NASAW00016518,1981-12-17,Female
NASAW00016519,1982-02-11,Female
NASAW00016520,1982-04-22,Female
NASAW00016521,1985-02-07,Female
NASAW00016522,1985-01-01,Female
NASAW00016523,1984-07-10,Female
NASAW00016524,1985-01-20,Male
NASAW00016525,1983-11-22,Female
NASAW00016526,1984-04-23,Male
NASAW00016527,1983-12-18,Male
NASAW00016528,1984-02-22,Female
NASAW00016529,1983-01-25,Male
NASAW00016530,1949-04-16,Female
NASAW00016531,1948-12-22,Female
NASAW00016532,1977-12-18,Male
NASAW00016533,1966-11-21,Female
NASAW00016534,1966-08-05,Female
NASAW00016535,1971-05-09,Male
NASAW00016536,1966-01-19,Female
NASAW00016537,1966-04-12,Male
NASAW00016538,1965-07-12,Female
NASAW00016539,1971-01-07,Female
NASAW00016540,1966-03-15,Male
NASAW00016541,1966-06-27,Male
NASAW00016542,1965-12-07,Male
NASAW00016543,1976-12-04,Female
NASAW00016544,1970-04-04,Male
NASAW00016545,1964-07-11,Female
NASAW00016546,1965-02-24,Male
NASAW00016547,1974-08-11,Male
NASAW00016548,1971-07-11,Male
NASAW00016549,1965-02-02,Female
NASAW00016550,1970-02-18,Male
NASAW00016551,1976-05-09,Female
NASAW00016552,1965-01-06,Male
NASAW00016553,1964-09-01,Female
NASAW00016554,1964-02-14,Female
NASAW00016555,1975-12-19,Male
NASAW00016556,1975-07-06,Female
NASAW00016557,1981-04-13,Male
NASAW00016558,1981-04-13,Male
NASAW00016559,1975-04-22,Female
NASAW00016560,1976-04-12,Male
NASAW00016561,1981-12-02,Male
NASAW00016562,1981-09-06,Female
NASAW00016563,1925-02-23,Female
NASAW00016564,1975-02-04,Female
NASAW00016565,1974-10-06,Male
NASAW00016566,1980-01-19,Female
NASAW00016567,1975-03-10,Male
NASAW00016568,1927-08-13,Female
NASAW00016569,1963-09-09,Female
NASAW00016570,1968-09-13,Female
NASAW00016571,1962-09-05,Female
NASAW00016572,1979-05-14,Male
NASAW00016573,1973-08-09,Male
NASAW00016574,1979-03-09,Male
NASAW00016575,1950-03-03,Female
NASAW00016576,1952-04-10,Male
NASAW00016577,1951-10-01,Female
NASAW00016578,1952-06-03,Female
NASAW00016579,1958-12-18,Male
NASAW00016580,1960-01-01,Female
NASAW00016581,1965-07-19,Male
NASAW00016582,1965-09-30,Male
NASAW00016583,1959-11-02,Male
NASAW00016584,1959-10-31,Male
NASAW00016585,1959-11-03,Male
NASAW00016586,1969-12-17,Male
NASAW00016587,1959-03-11,Male
NASAW00016588,1958-10-01,Male
NASAW00016589,1958-10-08,Male
NASAW00016590,1964-08-29,Male
NASAW00016591,1970-04-22,Male
NASAW00016592,1958-05-15,Female
NASAW00016593,1957-07-04,Female
NASAW00016594,1957-09-01,Male
NASAW00016595,1958-01-16,Male
NASAW00016596,1956-09-24,Female
NASAW00016597,1956-09-11,Female
NASAW00016598,1957-05-02,Female
NASAW00016599,1955-11-14,Male
NASAW00016600,1953-11-13,Female
NASAW00016601,1953-08-08,Female
NASAW00016602,1954-03-19,Female
NASAW00016603,1953-05-18,Female
NASAW00016604,1952-07-03,Male
NASAW00016605,1981-05-09,Female
NASAW00016606,1982-05-09,Male
NASAW00016607,1981-02-23,Male
NASAW00016608,1981-06-11,Male
NASAW00016609,1985-08-09,Male
NASAW00016610,1979-12-21,Female
NASAW00016611,1980-07-15,Male
NASAW00016612,1981-02-18,Female
NASAW00016613,1979-10-06,Female
NASAW00016614,1979-03-22,Female
NASAW00016615,1978-08-08,Female
NASAW00016616,1985-06-02,Male
NASAW00016617,1979-08-06,Male
NASAW00016618,1979-12-15,Female
NASAW00016619,1979-11-02,Female
NASAW00016620,1984-05-12,Male
NASAW00016621,1984-03-12,Female
NASAW00016622,1978-11-12,Male
NASAW00016623,1979-03-04,Male
NASAW00016624,1983-07-24,Male
NASAW00016625,1983-05-19,Male
NASAW00016626,1978-01-15,Male
NASAW00016627,1982-05-23,Female
NASAW00016628,1976-10-16,Male
NASAW00016629,1978-03-13,Female
NASAW00016630,1978-01-08,Male
NASAW00016631,1976-09-16,Female
NASAW00016632,1976-11-13,Male
NASAW00016633,1977-06-24,Female
NASAW00016634,1981-02-12,Female
NASAW00016635,1975-08-14,Male
NASAW00016636,1976-02-23,Male
NASAW00016637,1977-02-15,Male
NASAW00016638,1977-02-07,Male
NASAW00016639,1977-01-07,Female
NASAW00016640,1976-11-30,Male
NASAW00016641,1946-11-14,Female
NASAW00016642,1952-11-03,Male
NASAW00016643,1947-01-16,Male
NASAW00016644,1947-06-22,Male
NASAW00016645,1948-04-16,Female
NASAW00016646,1948-04-23,Male
NASAW00016647,1948-04-16,Female
NASAW00016648,1947-12-24,Female
NASAW00016649,1948-08-06,Female
NASAW00016650,1949-03-02,Female
NASAW00016651,1949-03-25,Female
NASAW00016652,1984-08-02,Female
NASAW00016653,1978-10-14,Female
NASAW00016654,1984-03-14,Female
NASAW00016655,1981-09-23,Female
NASAW00016656,1960-11-06,Male
NASAW00016657,1960-09-17,Male
NASAW00016658,1960-10-12,Female
NASAW00016659,1961-06-01,Female
NASAW00016660,1961-12-01,Male
NASAW00016661,1961-10-13,Male
NASAW00016662,1962-09-05,Female
NASAW00016663,1963-04-08,Female
NASAW00016664,1963-12-15,Female
NASAW00016665,1963-12-23,Female
NASAW00016666,1978-10-07,Female
NASAW00016667,1980-05-04,Female
NASAW00016668,1980-01-15,Male
NASAW00016669,1979-09-21,Male
NASAW00016670,1980-01-15,Female
NASAW00016671,1980-02-22,Female
NASAW00016672,1979-12-26,Female
NASAW00016673,1979-11-05,Male
NASAW00016674,1970-11-09,Male
NASAW00016675,1970-06-13,Female
NASAW00016676,1977-03-22,Female
NASAW00016677,1983-02-07,Male
NASAW00016678,1963-04-14,Male
NASAW00016679,1980-03-30,Female
NASAW00016680,1968-09-12,Male
NASAW00016681,1972-09-11,Male
NASAW00016682,1973-01-05,Female
NASAW00016683,1972-09-01,Female
NASAW00016684,1968-05-17,Male
NASAW00016685,1967-12-11,Female
NASAW00016686,1968-01-12,Female
NASAW00016687,1972-04-07,Male
NASAW00016688,1967-04-03,Female
NASAW00016689,1967-03-03,Male
NASAW00016690,1972-05-01,Female
NASAW00016691,1972-05-05,Female
NASAW00016692,1976-10-11,Male
NASAW00016693,1971-07-20,Male
NASAW00016694,1965-11-07,Female
NASAW00016695,1964-10-24,Male
NASAW00016696,1970-08-11,Female
NASAW00016697,1970-10-31,Male
NASAW00016698,1975-08-06,Female
NASAW00016699,1965-02-24,Male
NASAW00016700,1974-06-17,Male
NASAW00016701,1980-01-10,Female
NASAW00016702,1973-03-12,Female
NASAW00016703,1967-11-02,Female
NASAW00016704,1966-11-30,Female
NASAW00016705,1964-01-08,Female
NASAW00016706,1963-11-07,Female
NASAW00016707,1963-10-05,Male
NASAW00016708,1975-04-06,Female
NASAW00016709,1941-12-14,Male
NASAW00016710,1966-03-15,Female
NASAW00016711,1965-08-01,Male
NASAW00016712,1962-04-23,Female
NASAW00016713,1959-05-06,Male
NASAW00016714,1982-02-07,Male
NASAW00016715,1982-03-21,Female
NASAW00016716,1981-08-02,Male
NASAW00016717,1980-10-08,Female
NASAW00016718,1981-01-22,Male
NASAW00016719,1980-07-10,Male
NASAW00016720,1986-05-17,Female
NASAW00016721,1986-03-03,Male
NASAW00016722,1985-12-25,Male
NASAW00016723,1986-03-14,Female
NASAW00016724,1985-11-13,Male
NASAW00016725,1985-12-19,Male
NASAW00016726,1984-11-22,Male
NASAW00016727,1986-05-17,Male
NASAW00016728,1985-07-20,Male
NASAW00016729,1942-12-11,Male
NASAW00016730,1943-03-31,Female
NASAW00016731,1984-08-08,Female
NASAW00016732,1983-12-23,Female
NASAW00016733,1944-03-05,Male
NASAW00016734,1943-09-20,Female
NASAW00016735,1982-12-04,Female
NASAW00016736,1983-03-20,Female
NASAW00016737,1984-10-29,Female
NASAW00016738,1945-03-02,Male
NASAW00016739,1955-12-21,Male
NASAW00016740,1946-04-25,Male
NASAW00016741,1946-03-07,Male
NASAW00016742,1946-05-12,Male
NASAW00016743,1947-11-17,Female
NASAW00016744,1947-12-13,Female
NASAW00016745,1948-05-23,Female
NASAW00016746,1982-05-05,Female
NASAW00016747,1980-12-11,Male
NASAW00016748,1980-11-28,Male
NASAW00016749,1979-11-07,Male
NASAW00016750,1979-11-08,Male
NASAW00016751,1984-12-09,Male
NASAW00016752,1978-08-27,Male
NASAW00016753,1977-08-22,Female
NASAW00016754,1978-06-04,Male
NASAW00016755,1978-01-23,Female
NASAW00016756,1974-03-18,Male
NASAW00016757,1972-12-30,Female
NASAW00016758,1978-11-14,Male
NASAW00016759,1972-12-30,Female
NASAW00016760,1970-08-07,Female
NASAW00016761,1978-06-11,Male
NASAW00016762,1978-01-23,Male
NASAW00016763,1979-05-04,Male
NASAW00016764,1978-11-20,Male
NASAW00016765,1979-01-04,Male
NASAW00016766,1979-02-01,Female
NASAW00016767,1978-10-03,Male
NASAW00016768,1979-01-07,Male
NASAW00016769,1977-04-22,Male
NASAW00016770,1977-03-21,Male
NASAW00016771,1978-06-23,Male
NASAW00016772,1977-07-14,Female
NASAW00016773,1978-05-06,Male
NASAW00016774,1983-02-07,Male
NASAW00016775,1983-09-14,Female
NASAW00016776,1975-09-19,Male
NASAW00016777,1950-03-04,Male
NASAW00016778,1950-03-03,Male
NASAW00016779,1961-04-22,Female
NASAW00016780,1951-03-24,Male
NASAW00016781,1950-12-16,Male
NASAW00016782,1951-08-21,Male
NASAW00016783,1952-06-05,Female
NASAW00016784,1951-08-10,Female
NASAW00016785,1952-02-09,Male
NASAW00016786,1952-03-23,Male
NASAW00016787,1957-04-22,Female
NASAW00016788,1952-10-11,Male
NASAW00016789,1953-03-20,Female
NASAW00016790,1958-02-06,Male
NASAW00016791,1952-11-03,Male
NASAW00016792,1952-12-07,Female
NASAW00016793,1952-11-03,Female
NASAW00016794,1952-10-17,Female
NASAW00016795,1952-10-31,Female
NASAW00016796,1953-12-03,Female
NASAW00016797,1954-05-18,Male
NASAW00016798,1953-11-01,Female
NASAW00016799,1954-04-06,Female
NASAW00016800,1954-12-19,Female
NASAW00016801,1960-01-19,Female
NASAW00016802,1955-01-09,Male
NASAW00016803,1960-07-17,Male
NASAW00016804,1956-06-18,Male
NASAW00016805,1961-03-10,Male
NASAW00016806,1956-02-01,Male
NASAW00016807,1956-04-03,Female
NASAW00016808,1956-04-02,Female
NASAW00016809,1961-06-20,Female
NASAW00016810,1957-02-28,Male
NASAW00016811,1956-10-16,Male
NASAW00016812,1962-09-09,Female
NASAW00016813,1956-10-11,Male
NASAW00016814,1962-08-08,Female
NASAW00016815,1956-11-06,Male
NASAW00016816,1962-03-07,Female
NASAW00016817,1957-06-18,Male
NASAW00016818,1956-08-02,Female
NASAW00016819,1957-12-31,Male
NASAW00016820,1957-07-12,Female
NASAW00016821,1964-01-17,Female
NASAW00016822,1964-05-27,Male
NASAW00016823,1964-01-17,Female
NASAW00016824,1962-11-14,Male
NASAW00016825,1963-02-01,Female
NASAW00016826,1968-11-08,Male
NASAW00016827,1973-08-14,Male
NASAW00016828,1967-02-06,Male
NASAW00016829,1967-04-24,Male
NASAW00016830,1961-04-19,Female
NASAW00016831,1960-11-08,Male
NASAW00016832,1937-12-10,Male
NASAW00016833,1938-02-21,Male
NASAW00016834,1939-01-18,Female
NASAW00016835,1939-04-13,Male
NASAW00016836,1971-05-22,Male
NASAW00016837,1971-04-22,Female
NASAW00016838,1970-07-16,Male
NASAW00016839,1970-12-17,Female
NASAW00016840,1969-09-11,Male
NASAW00016841,1970-05-16,Male
NASAW00016842,1975-04-06,Female
NASAW00016843,1969-08-15,Male
NASAW00016844,1975-07-22,Female
NASAW00016845,1975-09-12,Female
NASAW00016846,1968-11-05,Male
NASAW00016847,1979-09-16,Male
NASAW00016848,1979-10-01,Female
NASAW00016849,1974-09-24,Male
